Customer_ID,Name,Gender,City,Credit_Score,Join_Date
CUST_1448,Customer_1448,,Delhi,999.0,2020-04-30
CUST_1449,Customer_1449,,,754.0,2021-05-03
CUST_1450,Customer_1450,F,Mumbai,,2021-05-19
CUST_1451,Customer_1451,M,Pune,999.0,2020-01-08
CUST_1452,Customer_1452,,Mumbai,,2023-04-22
CUST_1453,Customer_1453,Female,Mumbai,-1.0,2022-03-31
CUST_1454,Customer_1454,M,Pune,999.0,2023-08-27
CUST_1455,,M,Pune,532.0,2022-07-20
CUST_1456,Customer_1456,Male,Pune,999.0,2021-05-23
CUST_1457,Customer_1457,Male,Mumbai,-1.0,2021-01-07
CUST_1458,Customer_1458,F,,999.0,2021-12-11
CUST_1459,Customer_1459,Female,Delhi,999.0,2021-02-10
CUST_1460,Customer_1460,Male,Pune,999.0,2024/13/45
CUST_1461,Customer_1461,M,Mumbai,-1.0,2022-02-19
CUST_1462,Customer_1462,F,Mumbai,999.0,2020-08-10
CUST_1463,Customer_1463,Male,Bangalore,823.0,2022-06-01
CUST_1464,Customer_1464,F,Mumbai,-1.0,2022-08-24
CUST_1465,Customer_1465,,Pune,568.0,2023-07-31
CUST_1466,Customer_1466,M,Pune,-1.0,2022-09-21
CUST_1467,Customer_1467,M,Hyderabad,-1.0,2021-01-31
CUST_1468,Customer_1468,Female,Bangalore,771.0,2024-01-05
CUST_1469,Customer_1469,Male,Delhi,-1.0,2023-06-04
CUST_1470,,Female,Mumbai,-1.0,2023-04-04
CUST_1471,Customer_1471,Male,Mumbai,-1.0,2022-12-13
CUST_1472,Customer_1472,Male,Delhi,999.0,2020-12-30
CUST_1473,Customer_1473,Male,Mumbai,,2021-05-01
CUST_1474,Customer_1474,Female,Bangalore,,2021-05-30
CUST_1475,Customer_1475,F,Hyderabad,449.0,2022-11-29
CUST_1476,Customer_1476,M,Pune,999.0,2021-12-10
CUST_1477,Customer_1477,,,397.0,2024-01-31
CUST_1478,Customer_1478,M,Delhi,506.0,2023-09-16
CUST_1479,Customer_1479,F,Mumbai,999.0,2020-02-10
CUST_1480,Customer_1480,Male,Bangalore,,2024/13/45
CUST_1481,Customer_1481,F,Bangalore,,2020-11-15
CUST_1482,Customer_1482,F,Bangalore,999.0,2023-10-24
CUST_1483,Customer_1483,Female,Hyderabad,702.0,2020-03-04
CUST_1484,Customer_1484,M,Hyderabad,,2020-09-13
CUST_1485,,Female,Mumbai,-1.0,2022-08-16
CUST_1486,Customer_1486,F,Bangalore,535.0,2022-11-20
CUST_1487,Customer_1487,F,Mumbai,999.0,2021-07-08
CUST_1488,Customer_1488,Male,Mumbai,999.0,2021-11-26
CUST_1489,Customer_1489,,Hyderabad,754.0,2022-05-08
CUST_1490,Customer_1490,M,Delhi,-1.0,2023-08-05
CUST_1491,Customer_1491,Male,Pune,706.0,2022-03-21
CUST_1492,Customer_1492,,Bangalore,999.0,2020-02-22
CUST_1493,Customer_1493,F,Hyderabad,,2021-08-19
CUST_1494,Customer_1494,,,,2022-10-22
CUST_1495,Customer_1495,F,Delhi,-1.0,2020-08-12
CUST_1496,Customer_1496,M,Bangalore,999.0,2021-09-14
CUST_1497,Customer_1497,Male,Bangalore,,2023-03-09
CUST_1498,Customer_1498,F,Pune,,2023-01-01
CUST_1499,Customer_1499,F,Bangalore,,2021-12-27
CUST_1500,,,Mumbai,999.0,2024/13/45
CUST_1362,Customer_1362,F,Bangalore,999.0,2021-11-22
CUST_1074,Customer_1074,Female,,-1.0,2020-05-30
CUST_1375,Customer_1375,,Bangalore,999.0,2023-08-15
CUST_1156,Customer_1156,F,Mumbai,450.0,2022-09-04
CUST_1105,Customer_1105,F,Delhi,,2022-06-09
CUST_1395,,Male,Mumbai,-1.0,2023-09-28
CUST_1378,Customer_1378,M,Mumbai,517.0,2022-11-05
CUST_1125,,Female,Hyderabad,-1.0,2023-04-30
CUST_1069,Customer_1069,,,569.0,2023-08-29
CUST_1451,Customer_1451,M,Pune,999.0,2020-01-08
CUST_1010,Customer_1010,F,,,2020-07-12
CUST_1195,Customer_1195,F,,999.0,2021-02-28
CUST_1407,Customer_1407,Male,Bangalore,659.0,2022-09-22
CUST_1085,Customer_1085,,Bangalore,-1.0,2021-12-22
CUST_1372,Customer_1372,F,Mumbai,,2022-10-14
CUST_1389,Customer_1389,Female,Hyderabad,-1.0,2023-04-24
CUST_1496,Customer_1496,M,Bangalore,999.0,2021-09-14
CUST_1031,Customer_1031,Female,Pune,-1.0,2021-12-15
CUST_1317,Customer_1317,M,Bangalore,999.0,2023-02-13
CUST_1409,Customer_1409,Male,Hyderabad,,2023-09-06
CUST_1491,Customer_1491,Male,Pune,706.0,2022-03-21
CUST_1492,Customer_1492,,Bangalore,999.0,2020-02-22
CUST_1281,Customer_1281,M,,341.0,2020-11-16
CUST_1357,Customer_1357,Female,Bangalore,,2021-10-27
CUST_1077,Customer_1077,,,999.0,2020-09-03
CUST_1462,Customer_1462,F,Mumbai,999.0,2020-08-10
CUST_1498,Customer_1498,F,Pune,,2023-01-01
CUST_1212,Customer_1212,Female,Pune,464.0,2023-10-20
CUST_1102,Customer_1102,F,,-1.0,2021-07-11
CUST_1335,,Male,Bangalore,596.0,2021-10-20
